z_mean,z_std,z_skew,z_kurtosis,LB_z_t_lag10_stat,LB_z_t_lag10_pval,LB_z_t_lag20_stat,LB_z_t_lag20_pval,LB_z_t_sq_lag10_stat,LB_z_t_sq_lag10_pval,LB_z_t_sq_lag20_stat,LB_z_t_sq_lag20_pval,JB_stat,JB_pval,coverage_1.0sigma_expected,coverage_1.0sigma_actual,coverage_1.5sigma_expected,coverage_1.5sigma_actual,coverage_2.0sigma_expected,coverage_2.0sigma_actual,coverage_2.5sigma_expected,coverage_2.5sigma_actual,coverage_3.0sigma_expected,coverage_3.0sigma_actual
0.005970616618168909,1.0762465475095675,-0.2512814332362139,2.776780049881464,6.124997447671264,0.8046543985393881,16.943619573609222,0.6566315877573894,10.110895083776594,0.4308185847142299,14.232124897525317,0.8185342821090695,167.22461448371047,4.871204313996164e-37,0.6826894921370859,0.7003968253968254,0.8663855974622838,0.8611111111111112,0.9544997361036416,0.9444444444444444,0.9875806693484477,0.9722222222222222,0.9973002039367398,0.9801587301587301
