model,n,mse,qlike,mae,mz_alpha,mz_beta,mz_r2,mz_efficient,vol_ann_mean
AutoVolForecaster,504,5.741513977520127e-09,-9.096118449541134,4.3269829092935374e-05,1.695502132650914e-05,0.6152382759073711,0.020242824634950196,True,9.666251285458843
EWMA (λ=0.94),504,5.810766068649405e-09,-9.05685261348411,4.394932556357409e-05,2.0706764337142113e-05,0.4981507063952175,0.01578575943737126,False,9.827865266905196
Rolling Var 21d,504,5.928341908602801e-09,-8.928968042978997,4.320217631519103e-05,2.6347018813319704e-05,0.3770003365750755,0.011344337413422112,False,9.484578970665911
Rolling Var 63d,504,5.921818239847505e-09,-9.049376459007956,4.3911364853159546e-05,3.1243291939295396e-05,0.24342949339572986,0.00221246959096022,False,9.842991730519323
Implied Vol 1M,504,5.465894277134216e-09,-9.211437110778581,4.2981540278476316e-05,-1.5668359273318547e-05,1.3602410543147008,0.06365569925867887,True,10.098819444444445
